Title,Call_No,Authors,Row
Artificial Intelligence structures and strategies for Complex Problem solving,001.535 LUG;3,Lurger  George F,1
Artificial intelligence: structures and strategies for complex problem solving,001.535 LUG;3,Luger  George F ,1
Artificial Intelligence structures and strategies for Complex Problem solving,001.535 LUG;4,Lurger  George F,1
Artificial Intelligence structures and strategies for Complex Problem solving,001.535 LUG;5,Lurger  George F,1
Artificial intelligence : a new synthesis,001.535 NIL;1 R,Nilsson  Nils J,1
Artificial intelligence : a new synthesis,001.535 NIL;2 R1,Nilsson  Nils J,1
Artificial intelligence : a new synthesis,001.535 NIL;3,Nilsson  Nils J,1
Artificial intelligence : a new synthesis,001.535 NIL;4,Nilsson  Nils J,1
Artificial intelligence : a new synthesis,001.535 NIL;5,Nilsson  Nils J,1
Artificial intelligence : a new synthesis,001.535 NIL;6,Nilsson  Nils J,1
Artificial intelligence : a new synthesis,001.535 NIL;7,Nilsson  Nils J,1
Principles of artificial intelligence,001.535 NIL1;1 R,Nilsson  Nils J ,1
Principles of artificial intelligence,001.535 NIL1;2,Nilsson  Nils J ,1
Principles of artificial intelligence,001.535 NIL1;3,Nilsson  Nils J ,1
Artificial intelligence and intelligent systems,001.535 PAD;1 R,Padhy  N P ,1
Artificial intelligence and intelligent systems,001.535 PAD;2 R1,Padhy  N P ,1
Artificial intelligence and intelligent systems,001.535 PAD;3,Padhy  N P ,1
"Decision support systems:concepts and cases / Parimi,Sashikala, Devi Mith,",001.535 PAR;1 R,Parimi Sashikala  Devi Mith ,1
"Decision support systems:concepts and cases / Parimi,Sashikala, Devi Mith,",001.535 PAR;2 R1,Parimi Sashikala  Devi Mith ,1
"Decision support systems:concepts and cases / Parimi,Sashikala, Devi Mith,",001.535 PAR;3,Parimi Sashikala  Devi Mith ,1
Introduction to Artificial Intelligence and Expert Systems,001.535 PAT;1 R,Patterson  Dan W,1
Introduction to Artificial Intelligence and Expert Systems,001.535 PAT;2,Patterson  Dan W,1
Introduction to artificial intelligence and expert systems,001.535 PAT;3 R1,Patterson  Dan W ,1
Introduction to artificial intelligence and expert systems,001.535 PAT;4,Patterson  Dan W ,1
Introduction to artificial intelligence and expert systems,001.535 PAT;5,Patterson  Dan W ,1
Introduction to artificial intelligence and expert systems,001.535 PAT;6,Patterson  Dan W ,1
Introduction to artificial intelligence and expert systems,001.535 PAT;7,Patterson  Dan W ,1
Decision support systems and Data Warehouses,001.535 RAV;1 R,Ravindranath  B,1
Artificial Intelligencs,001.535 RIC;1 R,Rich  Elaine  Knight  Kevin,1
Artificial intelligence,001.535 RIC;10,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;11,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;12,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;13,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;14,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;15,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;16,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;17,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;18,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;19,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial Intelligencs,001.535 RIC;2 R1,Rich  Elaine  Knight  Kevin,1
Artificial intelligence,001.535 RIC;20,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;21,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;22,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;23,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;24,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;25,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;26,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;27,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial Intelligencs,001.535 RIC;3,Rich  Elaine  Knight  Kevin,1
Artificial Intelligencs,001.535 RIC;4,Rich  Elaine  Knight  Kevin,1
Artificial Intelligencs,001.535 RIC;5,Rich  Elaine  Knight  Kevin,1
Artificial Intelligencs,001.535 RIC;6,Rich  Elaine  Knight  Kevin,1
"Artificial intelligence / Elaine. Knight, Kevin. Nair, Shivashankar B. Rich,",001.535 RIC;7 R,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
"Artificial intelligence / Elaine. Knight, Kevin. Nair, Shivashankar B. Rich,",001.535 RIC;8 R1,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
Artificial intelligence,001.535 RIC;9 R,Rich  Elaine  Knight  Kevin  Nair  Shivashankar B ,1
"Artificial Intelligencs / Russell,Stuart. Norvig,Peter",001.535 RUS;1 R,Russell Stuart  Norvig Peter,1
Artificial intelligence : a modern approach,001.535 RUS;10,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;11,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;12,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;13,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;14,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;15 R,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;16,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;17 R1,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;18,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;19,Russell  Stuart  Norvig  Peter ,1
"Artificial intelligence : a modern approach / Russell. Stuart. Norvig, Peter",001.535 RUS;2 R1,Russell  Stuart  Norvig  Peter,1
"Artificial intelligence : a modern approach / Russell. Stuart. Norvig, Peter",001.535 RUS;3,Russell  Stuart  Norvig  Peter,1
"Artificial intelligence : a modern approach / Russell. Stuart. Norvig, Peter",001.535 RUS;4,Russell  Stuart  Norvig  Peter,1
Artificial intelligence : a modern approach,001.535 RUS;5 R,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;6,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;7,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;8,Russell  Stuart  Norvig  Peter ,1
Artificial intelligence : a modern approach,001.535 RUS;9,Russell  Stuart  Norvig  Peter ,1
Decision support systems and intelligent systems,001.535 TUR;1 R,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;10,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;11 R,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;12 R1,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;13,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;14,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;15,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;16 R,Turban  Efraim  Sharda  Ramesh  Delen  Dursun ,1
Decision support systems and intelligent systems,001.535 TUR;17 R1,Turban  Efraim  Sharda  Ramesh  Delen  Dursun ,1
Decision support systems and intelligent systems,001.535 TUR;18,Turban  Efraim  Sharda  Ramesh  Delen  Dursun ,1
Decision support systems and intelligent systems,001.535 TUR;2,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;3,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;4,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;5,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;6,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;7,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;8,Turban  Efraim  Aronson  Jay E  Liang ,1
Decision support systems and intelligent systems,001.535 TUR;9,Turban  Efraim  Aronson  Jay E  Liang ,1
Artificial intelligence,001.535 WIN;1 R,Winston  Patrick Henry,1
Artificial intelligence,001.535 WIN;2 R1,Winston  Patrick Henry,1
Artificial intelligence,001.535 WIN;3,Winston  Patrick Henry,1
Fuzzy sets and fuzzy logic: theory and applications,001.539 KLI;1 R,Klir  George J  Yuan  Bo ,1
Business data communications,001.60321 FOR;1 R,Forouzan  Behrouz A,1
Business data communications,001.60321 FOR;2 R1,Forouzan  Behrouz A,1
"Systems analysis and design / Elias M Awad,",001.61 AWA;1 R,Awad  Elias M,1
"Systems analysis and design / Elias M Awad,",001.61 AWA;2,Awad  Elias M,1
"Systems analysis and design / Elias M Awad,",001.61 AWA;3,Awad  Elias M,1
"Systems analysis and design / Elias M Awad,",001.61 AWA;4,Awad  Elias M,1
Introducing systems analysis and design: combined volume set,001.61 LEE;1 R,Lee ,1
"Crafting a compiler with c / Fischer,Charles N,Leblanc,Richard J",001.6225 FIS;1 R,Fischer Charles N Leblanc Richard J,1
"Crafting a compiler with c / Fischer,Charles N,Leblanc,Richard J",001.6225 FIS;2 R1,Fischer Charles N Leblanc Richard J,1
"Crafting a compiler with c / Fischer,Charles N,Leblanc,Richard J",001.6225 FIS;3,Fischer Charles N Leblanc Richard J,1
Crafting a compiler with C,001.6225 FIS;3,Fischer  Charles N  Leblanc  Richard J ,1
Crafting a compiler with C,001.6225 FIS;4,Fischer  Charles N  Leblanc  Richard J ,1
Thinking in java,001.6244JAV ECK;1 R,Eckel  Bruce,1
Thinking in java,001.6244JAV ECK;2 R1,Eckel  Bruce,1
Thinking in java,001.6244JAV ECK;3,Eckel  Bruce,1
Thinking in java,001.6244JAV ECK;4,Eckel  Bruce,1
Thinking in java,001.6244JAV ECK;5,Eckel  Bruce,1
Data structures and algorithms,001.64 AHO;1 R,Aho  Alfred V  Hopcroft  John E  Ullman  Jeffrey D ,1
Data structures and algorithms,001.64 AHO;2 R1,Aho  Alfred V  Hopcroft  John E  Ullman  Jeffrey D ,1
Data structures and algorithms,001.64 AHO;3,Aho  Alfred V  Hopcroft  John E  Ullman  Jeffrey D ,1
Object oriented systems development : using the unified modeling language,001.64 BAH,Bahrami  Ali ,1
Object oriented systems development : using the unified modeling language,001.64 BAH,Bahrami  Ali ,1
Object oriented systems development : using the unified modeling language,001.64 BAH;1 R,Bahrami  Ali ,1
Object oriented systems development : using the unified modeling language,001.64 BAH;2,Bahrami  Ali ,1
Object oriented systems development : using the unified modeling language,001.64 BAH;3,Bahrami  Ali ,1
How to solve it by computer,001.64 DRO;10,Dromey  R G ,1
How to solve it by computer,001.64 DRO;11,Dromey  R G ,1
How to solve it by computer,001.64 DRO;12,Dromey  R G ,1
How to solve it by computer,001.64 DRO;13,Dromey  R G ,1
How to solve it by computer,001.64 DRO;14,Dromey  R G ,1
How to solve it by computer,001.64 DRO;15,Dromey  R G ,1
How to solve it by computer,001.64 DRO;16,Dromey  R G ,1
How to Solve it by Computer,001.64 DRO;2 R1,Dromey  R G ,1
How to Solve it by Computer,001.64 DRO;3,Dromey  R G ,1
How to Solve it by Computer,001.64 DRO;4,Dromey  R G ,1
How to solve it by computer,001.64 DRO;5,Dromey  R G ,1
How to solve it by computer,001.64 DRO;6,Dromey  R G ,1
How to solve it by computer,001.64 DRO;7,Dromey  R G ,1
How to solve it by computer,001.64 DRO;8,Dromey  R G ,1
How to solve it by computer,001.64 DRO;9,Dromey  R G ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;1 R,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;10,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;13 R,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;14 R1,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;15,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;16,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;17,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;18,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;19 R,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;2,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;20 R1,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;21,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;22,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;23,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;24,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;25,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;26,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;27,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;28,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;29,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;3,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;30,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;31,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;32,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;33,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;34,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;35,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: an Object-oriented approach with C++,001.64 FOL;36,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;4,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
File Structures: An Object Oriented Approach with C++,001.64 FOL;5,Folk  Michael J  Zoellick  Bill  Riccaldi  Greg ,1
